fltno,dest,source,freq,route
AI 0453,DEL,ATQ,4,DEL-ATQ
AI 0803,DEL,BLR,7,DEL-BLR
AI 0893,DEL,DIB,1,DEL-DIB
AI 0485,DEL,IXZ,1,DEL-IXZ
AI 0659,BOM,TIR,2,BOM-TIR
AI 0787,CCU,IXZ,1,CCU-IXZ
AI 0895,DEL,IXA,1,DEL-IXA
AI 0753,CCU,IXS,2,CCU-IXS
AI 0459,DEL,VGA,2,DEL-VGA
AI 0705,CCU,DIB,4,CCU-DIB
AI 0423,DEL,STV,1,DEL-STV
AI 0525,HYD,CCU,7,HYD-CCU
AI 0440,MAA,DEL,7,MAA-DEL
AI 0675,BOM,CCU,3,BOM-CCU
AI 0627,BOM,NAG,4,BOM-NAG
AI 0469,DEL,NAG,1,DEL-NAG
AI 0804,BLR,DEL,6,BLR-DEL
AI 0851,DEL,PNQ,7,DEL-PNQ
AI 0559,HYD,DEL,7,HYD-DEL
AI 0640,BLR,BOM,5,BLR-BOM
AI 0887,DEL,BOM,7,DEL-BOM
AI 0523,BLR,JAI,4,BLR-JAI
AI 0688,BOM,DED,2,BOM-DED
AI 0707,BOM,IDR,2,BOM-IDR
AI 0866,BOM,DEL,4,BOM-DEL
AI 3425,DEL,SXR,1,DEL-SXR
AI 0411,DEL,LKO,7,DEL-LKO
AI 0563,MAA,BLR,3,MAA-BLR
AI 0401,DEL,CCU,3,DEL-CCU
AI 0560,DEL,HYD,2,DEL-HYD
AI 0679,BOM,IXE,4,BOM-IXE
AI 0715,CCU,PNQ,4,CCU-PNQ
AI 3449,DEL,IXL,3,DEL-IXL
AI 0454,ATQ,DEL,4,ATQ-DEL
AI 0445,DEL,IXL,4,DEL-IXL
AI 0516,BLR,HYD,3,BLR-HYD
AI 0754,IXS,CCU,2,IXS-CCU
AI 0821,DEL,IXJ,7,DEL-IXJ
AI 0776,BLR,CCU,7,BLR-CCU
AI 0660,TIR,BOM,2,TIR-BOM
AI 0706,DIB,CCU,4,DIB-CCU
AI 0879,DEL,IXB,1,DEL-IXB
AI 0412,LKO,DEL,4,LKO-DEL
AI 0423,STV,CCU,1,STV-CCU
AI 0564,BLR,MAA,3,BLR-MAA
AI 0708,IDR,BOM,2,IDR-BOM
AI 0896,IXA,DEL,1,IXA-DEL
AI 0481,DEL,BHO,3,DEL-BHO
AI 0628,NAG,BOM,4,NAG-BOM
AI 0460,VGA,DEL,2,VGA-DEL
AI 0505,BLR,DEL,7,BLR-DEL
AI 0788,IXZ,CCU,1,IXZ-CCU
AI 0671,BOM,MAA,7,BOM-MAA
AI 3426,SXR,DEL,1,SXR-DEL
AI 0549,MAA,IXZ,1,MAA-IXZ
AI 0651,BOM,RPR,3,BOM-RPR
AI 3415,IXL,IXC,3,IXL-IXC
AI 0407,DEL,PAT,6,DEL-PAT
AI 0639,BOM,BLR,5,BOM-BLR
AI 0894,DIB,DEL,1,DIB-DEL
AI 0676,CCU,BOM,3,CCU-BOM
AI 0851,PNQ,AMD,6,PNQ-AMD
AI 0470,NAG,DEL,1,NAG-DEL
AI 0679,IXE,BLR,4,IXE-BLR
AI 0429,DEL,MAA,7,DEL-MAA
AI 0558,DEL,HYD,7,DEL-HYD
AI 0809,BOM,DEL,7,BOM-DEL
AI 0526,CCU,HYD,7,CCU-HYD
AI 0486,IXZ,DEL,1,IXZ-DEL
AI 0515,HYD,BLR,3,HYD-BLR
AI 0647,BOM,JGA,4,BOM-JGA
AI 0695,BOM,VNS,4,BOM-VNS
AI 0689,DED,BOM,2,DED-BOM
AI 0821,IXJ,SXR,7,IXJ-SXR
AI 3743,CCU,IXA,1,CCU-IXA
AI 0445,IXL,IXC,4,IXL-IXC
AI 0524,JAI,BLR,3,JAI-BLR
AI 0657,BOM,CJB,3,BOM-CJB
AI 0865,DEL,BOM,4,DEL-BOM
AI 0477,DEL,BBI,3,DEL-BBI
AI 0716,PNQ,CCU,2,PNQ-CCU
AI 3416,IXC,IXL,3,IXC-IXL
AI 0402,CCU,DEL,3,CCU-DEL
AI 0512,DEL,COK,4,DEL-COK
AI 0543,HYD,DEL,2,HYD-DEL
AI 0889,DEL,IMF,4,DEL-IMF
AI 0482,BHO,DEL,3,BHO-DEL
AI 0680,BLR,IXE,4,BLR-IXE
AI 0766,MAA,CCU,2,MAA-CCU
AI 0506,DEL,BLR,6,DEL-BLR
AI 0880,IXB,DEL,1,IXB-DEL
AI 0822,SXR,IXJ,7,SXR-IXJ
AI 0851,AMD,DEL,6,AMD-DEL
AI 0721,CCU,IXB,2,CCU-IXB
AI 3744,IXA,CCU,1,IXA-CCU
AI 0417,DEL,IXR,3,DEL-IXR
AI 0669,BOM,BBI,6,BOM-BBI
AI 0674,CCU,STV,1,CCU-STV
AI 3450,IXL,DEL,3,IXL-DEL
AI 0651,RPR,VTZ,3,RPR-VTZ
AI 0671,MAA,IXM,7,MAA-IXM
AI 0408,PAT,DEL,6,PAT-DEL
AI 0648,JGA,BOM,4,JGA-BOM
AI 0775,CCU,BLR,7,CCU-BLR
AI 0445,IXC,DEL,3,IXC-DEL
AI 0550,IXZ,MAA,1,IXZ-MAA
AI 0663,BOM,GOI,4,BOM-GOI
AI 0677,DEL,BOM,7,DEL-BOM
AI 0678,BOM,DEL,7,BOM-DEL
AI 0727,BLR,GAU,3,BLR-GAU
AI 0883,DEL,GOI,1,DEL-GOI
AI 0680,IXE,BOM,4,IXE-BOM
AI 0822,IXJ,DEL,7,IXJ-DEL
AI 0521,HYD,VTZ,4,HYD-VTZ
AI 0696,VNS,BOM,4,VNS-BOM
AI 0658,CJB,BOM,3,CJB-BOM
AI 3713,CCU,IMF,1,CCU-IMF
AI 0429,MAA,CJB,7,MAA-CJB
AI 0478,BBI,DEL,3,BBI-DEL
AI 0672,IXM,MAA,7,IXM-MAA
AI 0527,BLR,PNQ,3,BLR-PNQ
AI 0403,DEL,RAJ,3,DEL-RAJ
AI 0651,VTZ,BOM,3,VTZ-BOM
AI 0722,IXB,CCU,2,IXB-CCU
AI 0745,CCU,IXA,3,CCU-IXA
AI 0681,BOM,COK,3,BOM-COK
AI 0849,DEL,PNQ,7,DEL-PNQ
AI 0418,IXR,DEL,3,IXR-DEL
AI 0475,DEL,JDH,3,DEL-JDH
AI 0890,IMF,DEL,4,IMF-DEL
AI 0664,GOI,BOM,4,GOI-BOM
AI 0571,HYD,JAI,4,HYD-JAI
AI 0697,BOM,PAT,3,BOM-PAT
AI 3714,IMF,CCU,1,IMF-CCU
AI 0670,BBI,BOM,4,BBI-BOM
AI 0674,STV,BBI,1,STV-BBI
AI 0539,CJB,MAA,7,CJB-MAA
AI 0672,MAA,BOM,7,MAA-BOM
AI 0773,BOM,CCU,3,BOM-CCU
AI 0529,HYD,CCU,7,HYD-CCU
AI 0655,BOM,RAJ,4,BOM-RAJ
AI 0513,COK,DEL,4,COK-DEL
AI 0544,DEL,HYD,5,DEL-HYD
AI 0765,CCU,MAA,2,CCU-MAA
AI 0535,DEL,CCU,7,DEL-CCU
AI 0473,DEL,BBI,7,DEL-BBI
AI 0522,VTZ,HYD,4,VTZ-HYD
AI 0631,BOM,BHO,7,BOM-BHO
AI 0746,IXA,CCU,3,IXA-CCU
AI 0528,PNQ,BLR,3,PNQ-BLR
AI 0531,DEL,AMD,3,DEL-AMD
AI 0687,BOM,DEL,6,BOM-DEL
AI 0884,GOI,DEL,1,GOI-DEL
AI 0404,RAJ,DEL,5,RAJ-DEL
AI 0415,DEL,PAT,1,DEL-PAT
AI 0476,JDH,DEL,3,JDH-DEL
AI 0503,BLR,DEL,7,BLR-DEL
AI 0537,DEL,BOM,7,DEL-BOM
AI 0728,GAU,BLR,3,GAU-BLR
AI 0441,DEL,IXU,1,DEL-IXU
AI 0501,DEL,BLR,7,DEL-BLR
AI 0553,DEL,MAA,3,DEL-MAA
AI 0701,CCU,DEL,5,CCU-DEL
AI 0608,BLR,BOM,7,BLR-BOM
AI 0637,BOM,AMD,1,BOM-AMD
AI 0427,DEL,VNS,1,DEL-VNS
AI 0467,DEL,VGA,4,DEL-VGA
AI 0682,COK,BOM,3,COK-BOM
AI 0811,DEL,LKO,7,DEL-LKO
AI 0465,DEL,COK,6,DEL-COK
AI 0539,MAA,DEL,7,MAA-DEL
AI 0571,JAI,AMD,4,JAI-AMD
AI 0656,RAJ,BOM,4,RAJ-BOM
AI 0451,DEL,VTZ,1,DEL-VTZ
AI 0424,BBI,STV,1,BBI-STV
AI 0698,PAT,BOM,3,PAT-BOM
AI 0685,BOM,MAA,6,BOM-MAA
AI 0850,PNQ,DEL,7,PNQ-DEL
AI 0483,DEL,RPR,6,DEL-RPR
AI 0888,BOM,DEL,6,BOM-DEL
AI 0530,CCU,HYD,7,CCU-HYD
AI 0577,BLR,CCU,6,BLR-CCU
AI 0416,PAT,DEL,1,PAT-DEL
AI 0474,BBI,DEL,7,BBI-DEL
AI 0545,MAA,HYD,7,MAA-HYD
AI 0437,DEL,BHO,6,DEL-BHO
AI 0531,AMD,BDQ,3,AMD-BDQ
AI 0774,CCU,BOM,3,CCU-BOM
AI 0428,VNS,DEL,1,VNS-DEL
AI 0638,AMD,BOM,1,AMD-BOM
AI 0624,DEL,BOM,6,DEL-BOM
AI 0632,BHO,BOM,7,BHO-BOM
AI 0812,LKO,DEL,7,LKO-DEL
AI 0840,HYD,DEL,5,HYD-DEL
AI 0536,CCU,DEL,7,CCU-DEL
AI 0571,AMD,HYD,4,AMD-HYD
AI 0442,IXU,DEL,1,IXU-DEL
AI 0479,DEL,ATQ,7,DEL-ATQ
AI 0777,BOM,CCU,3,BOM-CCU
AI 0468,VGA,DEL,4,VGA-DEL
AI 0609,BOM,BLR,7,BOM-BLR
AI 0502,BLR,DEL,7,BLR-DEL
AI 0538,BOM,DEL,7,BOM-DEL
AI 0531,BDQ,DEL,3,BDQ-DEL
AI 0617,BOM,HYD,3,BOM-HYD
AI 0702,DEL,CCU,5,DEL-CCU
AI 0452,VTZ,DEL,1,VTZ-DEL
AI 0554,MAA,DEL,3,MAA-DEL
AI 0546,HYD,MAA,7,HYD-MAA
AI 0424,STV,DEL,1,STV-DEL
AI 0504,DEL,BLR,7,DEL-BLR
AI 0484,RPR,DEL,6,RPR-DEL
AI 0540,DEL,MAA,7,DEL-MAA
AI 0466,COK,DEL,6,COK-DEL
AI 0438,BHO,DEL,6,BHO-DEL
AI 0686,MAA,BOM,6,MAA-BOM
AI 0863,DEL,BOM,6,DEL-BOM
AI 0480,ATQ,DEL,7,ATQ-DEL
AI 0578,CCU,BLR,6,CCU-BLR
AI 0618,HYD,BOM,3,HYD-BOM
AI 0778,CCU,BOM,3,CCU-BOM
AI 0787,CCU,IXZ,1,CCU-IXZ
AI 0897,DEL,GAU,3,DEL-GAU
AI 0895,DEL,IXA,1,DEL-IXA
AI 0419,DEL,STV,2,DEL-STV
AI 0453,DEL,ATQ,2,DEL-ATQ
AI 0459,DEL,VGA,3,DEL-VGA
AI 0719,CCU,BBI,1,CCU-BBI
AI 0627,BOM,NAG,1,BOM-NAG
AI 3449,DEL,IXL,3,DEL-IXL
AI 0469,DEL,RPR,3,DEL-RPR
AI 0542,DEL,TIR,2,DEL-TIR
AI 0507,BOM,HBX,3,BOM-HBX
AI 0738,BLR,BBI,3,BLR-BBI
AI 0804,BLR,DEL,1,BLR-DEL
AI 0866,BOM,DEL,1,BOM-DEL
AI 3425,DEL,SXR,2,DEL-SXR
AI 0401,DEL,CCU,4,DEL-CCU
AI 0560,DEL,HYD,4,DEL-HYD
AI 0827,DEL,SXR,1,DEL-SXR
AI 0611,BOM,JAI,4,BOM-JAI
AI 0720,BBI,CCU,1,BBI-CCU
AI 0625,BOM,LKO,3,BOM-LKO
AI 0649,BOM,ATQ,3,BOM-ATQ
AI 0788,IXZ,CCU,1,IXZ-CCU
AI 0453,ATQ,NDC,2,ATQ-NDC
AI 3450,IXL,DEL,3,IXL-DEL
AI 0898,GAU,DEL,3,GAU-DEL
AI 0411,LKO,DED,3,LKO-DED
AI 0420,STV,DEL,2,STV-DEL
AI 0508,HBX,BOM,3,HBX-BOM
AI 0896,IXA,DEL,1,IXA-DEL
AI 0481,DEL,BHO,3,DEL-BHO
AI 0628,NAG,BOM,1,NAG-BOM
AI 3829,SXR,IXJ,2,SXR-IXJ
AI 0460,VGA,DEL,3,VGA-DEL
AI 0470,RPR,DEL,3,RPR-DEL
AI 0406,DEL,VNS,2,DEL-VNS
AI 0651,BOM,TIR,2,BOM-TIR
AI 0729,CCU,GAU,4,CCU-GAU
AI 0739,BBI,BLR,3,BBI-BLR
AI 0524,JAI,BLR,1,JAI-BLR
AI 0713,CCU,IMF,1,CCU-IMF
AI 0612,JAI,BOM,4,JAI-BOM
AI 0695,BOM,VNS,1,BOM-VNS
AI 0707,BOM,IDR,3,BOM-IDR
AI 0828,SXR,DEL,1,SXR-DEL
AI 3830,IXJ,SXR,2,IXJ-SXR
AI 0865,DEL,BOM,1,DEL-BOM
AI 0477,DEL,BBI,4,DEL-BBI
AI 0717,PNQ,LKO,2,PNQ-LKO
AI 0541,TIR,DEL,2,TIR-DEL
AI 0626,LKO,BOM,3,LKO-BOM
AI 0402,CCU,DEL,4,CCU-DEL
AI 0543,HYD,DEL,4,HYD-DEL
AI 0645,BOM,JDH,3,BOM-JDH
AI 0411,DED,DEL,3,DED-DEL
AI 0482,BHO,DEL,3,BHO-DEL
AI 0573,BLR,PAT,1,BLR-PAT
AI 0405,VNS,DEL,2,VNS-DEL
AI 3426,SXR,DEL,2,SXR-DEL
AI 0650,ATQ,BOM,3,ATQ-BOM
AI 0730,GAU,CCU,4,GAU-CCU
AI 0454,NDC,ATQ,2,NDC-ATQ
AI 0709,CCU,DMU,2,CCU-DMU
AI 0417,DEL,IXR,4,DEL-IXR
AI 0651,TIR,VTZ,2,TIR-VTZ
AI 0669,BOM,BBI,1,BOM-BBI
AI 0713,IMF,AJL,1,IMF-AJL
AI 0506,DEL,BLR,1,DEL-BLR
AI 0708,IDR,BOM,3,IDR-BOM
AI 0663,BOM,GOI,3,BOM-GOI
AI 0883,DEL,GOI,2,DEL-GOI
AI 0471,DEL,UDR,1,DEL-UDR
AI 0549,MAA,IXZ,1,MAA-IXZ
AI 0696,VNS,BOM,1,VNS-BOM
AI 0718,LKO,CCU,2,LKO-CCU
AI 0512,DEL,TRV,2,DEL-TRV
AI 0478,BBI,DEL,4,BBI-DEL
AI 0646,JDH,BOM,3,JDH-BOM
AI 0421,DEL,IDR,3,DEL-IDR
AI 0403,DEL,RAJ,2,DEL-RAJ
AI 0425,DEL,CNN,4,DEL-CNN
AI 0714,AJL,IMF,1,AJL-IMF
AI 0651,VTZ,BOM,2,VTZ-BOM
AI 0710,DMU,CCU,2,DMU-CCU
AI 0891,DEL,GAU,3,DEL-GAU
AI 0418,IXR,DEL,4,IXR-DEL
AI 0475,DEL,JDH,1,DEL-JDH
AI 0574,PAT,BLR,1,PAT-BLR
AI 0472,UDR,DEL,1,UDR-DEL
AI 0664,GOI,BOM,3,GOI-BOM
AI 0697,BOM,PAT,4,BOM-PAT
AI 0454,ATQ,DEL,2,ATQ-DEL
AI 0670,BBI,BOM,1,BBI-BOM
AI 0565,BLR,LKO,1,BLR-LKO
AI 0714,IMF,CCU,1,IMF-CCU
AI 0550,IXZ,MAA,1,IXZ-MAA
AI 0422,IDR,DEL,3,IDR-DEL
AI 0655,BOM,RAJ,3,BOM-RAJ
AI 0687,BOM,DEL,1,BOM-DEL
AI 0884,GOI,DEL,2,GOI-DEL
AI 0415,DEL,PAT,4,DEL-PAT
AI 0476,JDH,DEL,1,JDH-DEL
AI 0553,DEL,MAA,1,DEL-MAA
AI 0637,BOM,AMD,1,BOM-AMD
AI 0427,DEL,VNS,2,DEL-VNS
AI 0513,TRV,DEL,2,TRV-DEL
AI 0447,BOM,IXU,3,BOM-IXU
AI 0652,BOM,RPR,4,BOM-RPR
AI 0425,CNN,CCJ,4,CNN-CCJ
AI 0641,BOM,BDQ,2,BOM-BDQ
AI 0451,DEL,VTZ,2,DEL-VTZ
AI 0698,PAT,BOM,4,PAT-BOM
AI 0656,RAJ,BOM,3,RAJ-BOM
AI 0888,BOM,DEL,1,BOM-DEL
AI 0566,LKO,BLR,1,LKO-BLR
AI 0416,PAT,DEL,4,PAT-DEL
AI 0892,GAU,DEL,3,GAU-DEL
AI 0428,VNS,DEL,2,VNS-DEL
AI 0638,AMD,BOM,1,AMD-BOM
AI 0425,CCJ,DEL,4,CCJ-DEL
AI 0624,DEL,BOM,1,DEL-BOM
AI 0531,DEL,AMD,4,DEL-AMD
AI 0448,IXU,BOM,3,IXU-BOM
AI 0642,BDQ,BOM,2,BDQ-BOM
AI 0653,RPR,BOM,4,RPR-BOM
AI 0693,BOM,TRV,4,BOM-TRV
AI 0452,VTZ,DEL,2,VTZ-DEL
AI 0554,MAA,DEL,1,MAA-DEL
AI 0863,DEL,BOM,1,DEL-BOM
AI 0532,AMD,DEL,4,AMD-DEL
AI 0694,TRV,BOM,4,TRV-BOM
AI 3427,DEL,DIB,1,DEL-DIB
AI 0893,DEL,DIB,1,DEL-DIB
AI 0787,CCU,IXZ,3,CCU-IXZ
AI 0895,DEL,IXA,1,DEL-IXA
AI 0453,DEL,ATQ,1,DEL-ATQ
AI 0423,DEL,STV,1,DEL-STV
AI 3419,DEL,IXL,2,DEL-IXL
AI 0568,HYD,DED,1,HYD-DED
AI 0445,DEL,IXL,2,DEL-IXL
AI 0707,BOM,IDR,2,BOM-IDR
AI 3425,DEL,SXR,1,DEL-SXR
AI 0453,ATQ,NDC,1,ATQ-NDC
AI 3427,DIB,GAU,1,DIB-GAU
AI 0512,DEL,TRV,1,DEL-TRV
AI 3420,IXL,DEL,2,IXL-DEL
AI 0549,MAA,IXZ,1,MAA-IXZ
AI 0879,DEL,IXB,2,DEL-IXB
AI 0423,STV,CCU,1,STV-CCU
AI 0708,IDR,BOM,2,IDR-BOM
AI 0896,IXA,DEL,1,IXA-DEL
AI 0481,DEL,BHO,1,DEL-BHO
AI 0449,IXL,IXJ,2,IXL-IXJ
AI 3426,SXR,DEL,1,SXR-DEL
AI 0651,BOM,VTZ,2,BOM-VTZ
AI 0894,DIB,DEL,1,DIB-DEL
AI 3427,GAU,DEL,1,GAU-DEL
AI 0788,IXZ,CCU,2,IXZ-CCU
AI 0568,DED,BLR,1,DED-BLR
AI 0721,CCU,IXB,2,CCU-IXB
AI 0713,CCU,IMF,1,CCU-IMF
AI 0450,IXJ,IXL,2,IXJ-IXL
AI 0482,BHO,DEL,1,BHO-DEL
AI 0550,IXZ,MAA,1,IXZ-MAA
AI 0880,IXB,DEL,2,IXB-DEL
AI 0454,NDC,ATQ,1,NDC-ATQ
AI 0485,DEL,IXZ,1,DEL-IXZ
AI 0674,CCU,STV,1,CCU-STV
AI 0651,VTZ,TIR,2,VTZ-TIR
AI 0713,IMF,AJL,1,IMF-AJL
AI 0722,IXB,CCU,2,IXB-CCU
AI 0446,IXL,DEL,2,IXL-DEL
AI 0883,DEL,GOI,1,DEL-GOI
AI 0521,HYD,VTZ,3,HYD-VTZ
AI 0568,BLR,HYD,1,BLR-HYD
AI 0714,AJL,IMF,1,AJL-IMF
AI 0403,DEL,RAJ,1,DEL-RAJ
AI 0651,TIR,BOM,2,TIR-BOM
AI 0475,DEL,JDH,1,DEL-JDH
AI 3713,CCU,IMF,1,CCU-IMF
AI 0454,ATQ,DEL,1,ATQ-DEL
AI 0714,IMF,CCU,1,IMF-CCU
AI 0674,STV,BBI,1,STV-BBI
AI 0486,IXZ,DEL,1,IXZ-DEL
AI 0522,VTZ,HYD,3,VTZ-HYD
AI 3714,IMF,CCU,1,IMF-CCU
AI 0884,GOI,DEL,1,GOI-DEL
AI 0404,RAJ,DEL,1,RAJ-DEL
AI 0476,JDH,DEL,1,JDH-DEL
AI 0553,DEL,MAA,1,DEL-MAA
AI 0637,BOM,AMD,1,BOM-AMD
AI 0427,DEL,VNS,1,DEL-VNS
AI 0467,DEL,VGA,3,DEL-VGA
AI 0451,DEL,VTZ,1,DEL-VTZ
AI 0424,BBI,STV,1,BBI-STV
AI 0513,TRV,DEL,1,TRV-DEL
AI 0437,DEL,BHO,1,DEL-BHO
AI 0428,VNS,DEL,1,VNS-DEL
AI 0638,AMD,BOM,1,AMD-BOM
AI 0468,VGA,DEL,3,VGA-DEL
AI 0452,VTZ,DEL,1,VTZ-DEL
AI 0554,MAA,DEL,1,MAA-DEL
AI 0424,STV,DEL,1,STV-DEL
AI 0438,BHO,DEL,1,BHO-DEL
AI 0549,MAA,IXZ,2,MAA-IXZ
AI 0895,DEL,IXA,1,DEL-IXA
AI 0719,CCU,BBI,2,CCU-BBI
AI 0627,BOM,NAG,2,BOM-NAG
AI 0469,DEL,NAG,2,DEL-NAG
AI 0542,DEL,TIR,1,DEL-TIR
AI 0688,BOM,DED,1,BOM-DED
AI 0827,DEL,SXR,2,DEL-SXR
AI 0720,BBI,CCU,2,BBI-CCU
AI 0787,CCU,IXZ,1,CCU-IXZ
AI 0550,IXZ,MAA,2,IXZ-MAA
AI 0896,IXA,DEL,1,IXA-DEL
AI 0628,NAG,BOM,2,NAG-BOM
AI 3425,DEL,SXR,1,DEL-SXR
AI 0407,DEL,PAT,1,DEL-PAT
AI 0470,NAG,DEL,2,NAG-DEL
AI 0713,CCU,IMF,1,CCU-IMF
AI 0695,BOM,VNS,2,BOM-VNS
AI 0689,DED,BOM,1,DED-BOM
AI 0828,SXR,DEL,2,SXR-DEL
AI 0541,TIR,DEL,1,TIR-DEL
AI 0788,IXZ,CCU,1,IXZ-CCU
AI 0889,DEL,IMF,1,DEL-IMF
AI 3829,SXR,IXJ,1,SXR-IXJ
AI 0709,CCU,DMU,1,CCU-DMU
AI 0713,IMF,AJL,1,IMF-AJL
AI 0408,PAT,DEL,1,PAT-DEL
AI 3830,IXJ,SXR,1,IXJ-SXR
AI 0883,DEL,GOI,2,DEL-GOI
AI 0696,VNS,BOM,2,VNS-BOM
AI 0714,AJL,IMF,1,AJL-IMF
AI 3426,SXR,DEL,1,SXR-DEL
AI 0745,CCU,IXA,2,CCU-IXA
AI 0710,DMU,CCU,1,DMU-CCU
AI 0475,DEL,JDH,2,DEL-JDH
AI 0890,IMF,DEL,1,IMF-DEL
AI 0670,BBI,BOM,2,BBI-BOM
AI 3743,CCU,IXA,2,CCU-IXA
AI 0714,IMF,CCU,1,IMF-CCU
AI 0544,DEL,HYD,2,DEL-HYD
AI 0746,IXA,CCU,2,IXA-CCU
AI 0819,DEL,BDQ,3,DEL-BDQ
AI 0884,GOI,DEL,2,GOI-DEL
AI 0476,JDH,DEL,2,JDH-DEL
AI 0441,DEL,IXU,1,DEL-IXU
AI 0553,DEL,MAA,2,DEL-MAA
AI 0701,CCU,DEL,2,CCU-DEL
AI 3744,IXA,CCU,2,IXA-CCU
AI 0637,BOM,AMD,2,BOM-AMD
AI 0427,DEL,VNS,1,DEL-VNS
AI 0641,BOM,BDQ,1,BOM-BDQ
AI 0483,DEL,RPR,1,DEL-RPR
AI 0820,BDQ,DEL,3,BDQ-DEL
AI 0428,VNS,DEL,1,VNS-DEL
AI 0638,AMD,BOM,2,AMD-BOM
AI 0840,HYD,DEL,2,HYD-DEL
AI 0442,IXU,DEL,1,IXU-DEL
AI 0642,BDQ,BOM,1,BDQ-BOM
AI 0683,BOM,GOI,4,BOM-GOI
AI 0702,DEL,CCU,2,DEL-CCU
AI 0554,MAA,DEL,2,MAA-DEL
AI 0484,RPR,DEL,1,RPR-DEL
AI 0684,GOI,BOM,4,GOI-BOM
AI 0459,DEL,HYD,1,DEL-HYD
AI 0893,DEL,DIB,1,DEL-DIB
AI 0895,DEL,IXA,1,DEL-IXA
AI 0419,DEL,STV,2,DEL-STV
AI 0518,HYD,VTZ,1,HYD-VTZ
AI 3425,DEL,SXR,1,DEL-SXR
AI 0560,DEL,HYD,1,DEL-HYD
AI 0713,CCU,AJL,1,CCU-AJL
AI 0519,VTZ,HYD,1,VTZ-HYD
AI 0459,HYD,VGA,1,HYD-VGA
AI 0649,BOM,ATQ,1,BOM-ATQ
AI 0420,STV,DEL,2,STV-DEL
AI 0896,IXA,DEL,1,IXA-DEL
AI 0406,DEL,VNS,2,DEL-VNS
AI 3426,SXR,DEL,1,SXR-DEL
AI 0714,AJL,CCU,1,AJL-CCU
AI 0894,DIB,DEL,1,DIB-DEL
AI 0460,VGA,HYD,1,VGA-HYD
AI 0485,DEL,IXZ,1,DEL-IXZ
AI 0543,HYD,DEL,1,HYD-DEL
AI 0405,VNS,DEL,2,VNS-DEL
AI 0766,MAA,CCU,1,MAA-CCU
AI 0460,HYD,DEL,1,HYD-DEL
AI 0650,ATQ,BOM,1,ATQ-BOM
AI 0471,DEL,UDR,1,DEL-UDR
AI 0565,BLR,LKO,1,BLR-LKO
AI 0421,DEL,IDR,1,DEL-IDR
AI 0745,CCU,IXA,1,CCU-IXA
AI 0891,DEL,GAU,2,DEL-GAU
AI 0472,UDR,DEL,1,UDR-DEL
AI 0486,IXZ,DEL,1,IXZ-DEL
AI 3743,CCU,IXA,1,CCU-IXA
AI 0765,CCU,MAA,1,CCU-MAA
AI 0422,IDR,DEL,1,IDR-DEL
AI 0746,IXA,CCU,1,IXA-CCU
AI 0415,DEL,PAT,1,DEL-PAT
AI 0637,BOM,AMD,2,BOM-AMD
AI 0566,LKO,BLR,1,LKO-BLR
AI 3744,IXA,CCU,1,IXA-CCU
AI 0489,DEL,STV,1,DEL-STV
AI 0451,DEL,VTZ,1,DEL-VTZ
AI 0416,PAT,DEL,1,PAT-DEL
AI 0892,GAU,DEL,2,GAU-DEL
AI 0638,AMD,BOM,2,AMD-BOM
AI 0452,VTZ,DEL,1,VTZ-DEL
AI 0490,STV,DEL,1,STV-DEL
AI 3427,DEL,DIB,1,DEL-DIB
AI 0895,DEL,IXA,1,DEL-IXA
AI 0753,CCU,IXS,1,CCU-IXS
AI 0883,DEL,GOI,1,DEL-GOI
AI 0866,BOM,DEL,2,BOM-DEL
AI 0573,BLR,PAT,1,BLR-PAT
AI 0754,IXS,CCU,1,IXS-CCU
AI 3427,DIB,GAU,1,DIB-GAU
AI 0827,DEL,SXR,1,DEL-SXR
AI 0896,IXA,DEL,1,IXA-DEL
AI 0883,GOI,AGR,1,GOI-AGR
AI 3427,GAU,DEL,1,GAU-DEL
AI 0865,DEL,BOM,2,DEL-BOM
AI 0574,PAT,BLR,1,PAT-BLR
AI 0828,SXR,DEL,1,SXR-DEL
AI 0889,DEL,IMF,2,DEL-IMF
AI 0445,IXC,DEL,1,IXC-DEL
AI 0883,AGR,DEL,1,AGR-DEL
AI 0471,DEL,UDR,1,DEL-UDR
AI 0565,BLR,LKO,1,BLR-LKO
AI 0403,DEL,RAJ,1,DEL-RAJ
AI 0745,CCU,IXA,1,CCU-IXA
AI 0891,DEL,GAU,1,DEL-GAU
AI 0890,IMF,DEL,2,IMF-DEL
AI 3713,CCU,IMF,1,CCU-IMF
AI 0472,UDR,DEL,1,UDR-DEL
AI 0746,IXA,CCU,1,IXA-CCU
AI 3714,IMF,CCU,1,IMF-CCU
AI 0404,RAJ,DEL,1,RAJ-DEL
AI 0566,LKO,BLR,1,LKO-BLR
AI 0427,DEL,VNS,1,DEL-VNS
AI 0451,DEL,VTZ,1,DEL-VTZ
AI 0577,BLR,CCU,1,BLR-CCU
AI 0892,GAU,DEL,1,GAU-DEL
AI 0428,VNS,DEL,1,VNS-DEL
AI 0452,VTZ,DEL,1,VTZ-DEL
AI 0578,CCU,BLR,1,CCU-BLR
AI 0485,DEL,IXZ,1,DEL-IXZ
AI 0895,DEL,IXA,1,DEL-IXA
AI 0459,DEL,VGA,1,DEL-VGA
AI 0419,DEL,STV,1,DEL-STV
AI 0469,DEL,RPR,1,DEL-RPR
